2026-01-11T01:06:52.891Z | server_start | {"name":"mysql-mcp-server","version":"1.0.0","logDir":"./.setting","logFile":".setting/mcp-mysql.log"} | SUCCESS | RESPONSE: {"status":"started"}
2026-01-11T01:06:52.893Z | initialize | {"protocolVersion":"2025-11-25","capabilities":{"roots":{}},"clientInfo":{"name":"claude-code","version":"2.1.4"}} | SUCCESS | RESPONSE: null
2026-01-11T01:06:52.893Z | initialize | {"protocolVersion":"2025-11-25","capabilities":{"roots":{}},"clientInfo":{"name":"claude-code","version":"2.1.4"}} | SUCCESS | RESPONSE: {"protocolVersion":"2025-11-25","capabilities":{"tools":{"listChanged":false},"roots":{"listChanged":false}},"serverInfo":{"name":"mysql-mcp-server","version":"1.0.0"}}
2026-01-11T01:06:52.917Z | connection_pool_created | {"host":"127.0.0.1","port":3308,"database":"soj","connectionLimit":10} | SUCCESS | RESPONSE: {"status":"success"}
2026-01-11T01:06:52.917Z | notifications/initialized | {} | SUCCESS | RESPONSE: null
2026-01-11T01:06:52.918Z | tools/list | {} | SUCCESS | RESPONSE: {"tools":[{"name":"sql_query","description":"Execute SQL query, supports DDL and DML operations","inputSchema":{"type":"object","properties":{"sql":{"type":"string","description":"SQL statement to execute"}},"required":["sql"]}},{"name":"get_database_info","description":"Get database information, including database list, table list and configuration information","inputSchema":{"type":"object","properties":{}}},{"name":"get_operation_logs","description":"Get operation logs","inputSchema":{"type":"object","properties":{"limit":{"type":"number","description":"Limit count, default 50"},"offset":{"type":"number","description":"Offset, default 0"}}}},{"name":"check_permissions","description":"Check database permissions for DDL, DROP, DELETE and other operations. Returns detailed permission status including readonly mode restrictions (only SELECT and SHOW allowed when readonly is enabled)","inputSchema":{"type":"object","properties":{}}},{"name":"get_ddl_sql_logs","description":"Get DDL SQL operation logs","inputSchema":{"type":"object","properties":{"limit":{"type":"number","description":"Limit count, default 50, max 500"},"offset":{"type":"number","description":"Offset, default 0"}}}}],"environment":{"READONLY":false,"ALLOW_DDL":false,"ALLOW_DROP":false,"ALLOW_DELETE":false,"MYSQL_HOST":"127.0.0.1","MYSQL_PORT":"3308","MYSQL_USER":"soj","MYSQL_DATABASE":"soj","TOOL_PREFIX":"","PROJECT_NAME":"","serverInfo":{"name":"mysql-mcp-server","version":"1.0.0"}}}
2026-01-11T01:07:05.651Z | tools/call | {"name":"get_database_info","arguments":{},"_meta":{"claudecode/toolUseId":"toolu_01USmb7P4kMXn2xCiCbai8hA"}} | SUCCESS | RESPONSE: {"content":[{"type":"text","text":"{\n  \"databases\": [\n    \"information_schema\",\n    \"performance_schema\",\n    \"soj\"\n  ],\n  \"tables\": [\n    \"flyway_schema_history\",\n    \"problems\",\n    \"submissions\",\n    \"test_cases\"\n  ],\n  \"config\": {\n    \"host\": \"127.0.0.1\",\n    \"port\": 3308,\n    \"database\": \"soj\",\n    \"readonly\": false,\n    \"allowDDL\": false,\n    \"allowDrop\": false,\n    \"allowDelete\": false\n  }\n}"}]}
2026-01-11T01:07:30.751Z | SQL: SELECT * FROM problems LIMIT 10 | SUCCESS
2026-01-11T01:07:30.752Z | tools/call | {"name":"sql_query","arguments":{"sql":"SELECT * FROM problems LIMIT 10"},"_meta":{"claudecode/toolUseId":"toolu_013FyXTEpFf6vLVVZcrJRDzm"}} | SUCCESS | RESPONSE: {"content":[{"type":"text","text":"{\n  \"result\": [],\n  \"affectedRows\": 0\n}"}]}
2026-01-11T01:07:31.649Z | SQL: SELECT * FROM submissions LIMIT 10 | SUCCESS
2026-01-11T01:07:31.649Z | tools/call | {"name":"sql_query","arguments":{"sql":"SELECT * FROM submissions LIMIT 10"},"_meta":{"claudecode/toolUseId":"toolu_01WjmvnkRRG9MDDZZsDupeHv"}} | SUCCESS | RESPONSE: {"content":[{"type":"text","text":"{\n  \"result\": [],\n  \"affectedRows\": 0\n}"}]}
